1,1,53.58,56.76,121.19000000000001,65.05000000000001,1,1,1.0
1,2,0.0,9.87,17.8,35.78,1,1,1.0
1,3,95.47,0.0,221.83,70.8,1,1,1.0
1,4,317.35,0.39,394.75,118.51,1,1,1.0
2,1,34.87,52.6,121.19,65.05000000000001,1,1,1.0
2,2,0.0,9.87,9.6,35.78,1,1,1.0
2,3,95.47,0.0,221.83,70.8,1,1,1.0
2,4,317.35,0.39,394.63,118.51,1,1,1.0
3,1,16.16,51.71,121.19,65.05000000000001,1,1,1.0
3,3,95.47,0.0,221.83,70.8,1,1,1.0
3,4,317.35,0.39,394.51,118.51,1,1,1.0
4,1,3.68,49.04,112.32,65.05000000000001,1,1,1.0
4,3,95.47,0.0,221.83,70.8,1,1,1.0
4,4,317.35,0.39,394.39,118.51,1,1,1.0
5,1,0.0,45.48,96.4,57.92000000000001,1,1,1.0
5,3,95.47,0.0,221.83,70.8,1,1,1.0
5,4,317.35,0.39,394.27,118.51,1,1,1.0
6,1,0.0,45.48,80.4,52.62,1,1,1.0
6,3,95.47,0.0,221.83,70.8,1,1,1.0
6,4,317.35,0.39,394.15,118.51,1,1,1.0
7,1,0.0,45.48,58.1,49.92000000000001,1,1,1.0
7,3,95.47,0.0,221.83,70.8,1,1,1.0
7,4,317.35,0.39,394.03,118.51,1,1,1.0
8,1,0.0,45.48,45.6,41.92000000000001,1,1,1.0
8,3,95.47,0.0,221.83,70.8,1,1,1.0
8,4,317.35,0.39,393.90999999999997,118.51,1,1,1.0
9,1,0.0,45.48,30.5,40.12,1,1,1.0
9,3,95.47,0.0,221.83,70.8,1,1,1.0
9,4,317.35,0.39,393.78999999999996,118.51,1,1,1.0
10,1,0.0,45.48,13.6,33.92000000000001,1,1,1.0
10,3,95.47,0.0,221.83,70.8,1,1,1.0
10,4,317.35,0.39,393.66999999999996,118.51,1,1,1.0
11,5,864.9,174.68,95.10000000000002,91.79000000000002,1,1,1.0
11,3,95.47,0.0,221.83,70.8,1,1,1.0
11,4,317.35,0.39,393.54999999999995,118.51,1,1,1.0
12,5,818.1,164.0,140.82999999999993,101.60000000000002,1,1,1.0
12,3,95.47,0.0,221.83,70.8,1,1,1.0
12,4,317.35,0.39,393.42999999999995,118.51,1,1,1.0
13,5,779.8,158.7,179.13,106.90000000000003,1,1,1.0
13,3,95.47,0.0,221.83,70.8,1,1,1.0
13,4,317.35,0.39,393.30999999999995,118.51,1,1,1.0
14,5,736.14,148.0,222.76,131.89999999999998,1,1,1.0
14,6,0.0,175.57,17.05,46.34,1,1,1.0
14,3,95.47,0.0,221.83,70.8,1,1,1.0
14,4,317.35,0.39,393.18999999999994,118.51,1,1,1.0
15,5,695.15,140.9,264.85,122.1,1,1,1.0
15,6,0.0,175.58,34.9,63.22,1,1,1.0
15,3,95.47,0.0,221.83,70.8,1,1,1.0
15,4,317.35,0.39,393.05999999999995,118.51,1,1,1.0
16,5,654.16,134.7,273.74,114.10000000000002,1,1,1.0
16,6,0.0,167.56,55.4,83.74000000000001,1,1,1.0
16,3,95.47,0.0,221.83,70.8,1,1,1.0
16,4,317.35,0.39,392.93999999999994,118.51,1,1,1.0
17,5,619.4,121.33,267.5,119.47000000000001,1,1,1.0
17,6,0.0,167.56,74.1,98.04000000000002,1,1,1.0
17,3,95.47,0.0,221.83,70.8,1,1,1.0
17,4,317.35,0.39,392.81999999999994,118.51,1,1,1.0
18,5,584.65,117.77,247.85000000000002,112.33,1,1,1.0
18,6,0.0,167.56,95.5,114.94,1,1,1.0
18,3,95.47,0.0,221.83,70.8,1,1,1.0
18,4,317.35,0.39,392.69999999999993,118.51,1,1,1.0
19,5,548.12,110.6,247.84000000000003,108.81,1,1,1.0
19,6,0.0,167.56,118.7,126.54000000000002,1,1,1.0
19,3,95.47,0.0,221.83,70.8,1,1,1.0
19,4,317.35,0.39,392.5799999999999,118.51,1,1,1.0
20,5,515.15,103.47,239.85000000000002,110.63,1,1,1.0
20,6,0.0,179.1,142.8,131.00000000000003,1,1,1.0
