1,1,121.31,331.52,135.44,63.25999999999999,1,1,1.0
1,2,206.85,248.64,96.23999999999998,43.670000000000016,1,1,1.0
1,3,731.7,264.68,73.95999999999992,41.889999999999986,1,1,1.0
2,1,97.59,337.7,135.45,63.27000000000004,1,1,1.0
2,2,206.87,248.67,96.24000000000001,43.66,1,1,1.0
2,3,719.33,267.78,73.95999999999992,41.88000000000005,1,1,1.0
3,1,74.91,338.73,140.59,63.26999999999998,1,1,1.0
3,2,206.89,248.69,96.24000000000001,43.660000000000025,1,1,1.0
3,3,706.96,269.84,73.95999999999992,41.88000000000005,1,1,1.0
4,1,46.04,340.8,148.86,66.39999999999998,1,1,1.0
4,2,206.91,248.72,96.22999999999999,43.66,1,1,1.0
4,3,693.56,271.9,73.96000000000004,41.879999999999995,1,1,1.0
5,1,21.3,343.89,148.85999999999999,66.40000000000003,1,1,1.0
5,2,206.92,248.74,96.24000000000004,43.65999999999997,1,1,1.0
5,3,680.15,272.93,76.05000000000007,42.94,1,1,1.0
6,1,0.0,350.08,146.4,66.42000000000002,1,1,1.0
6,2,206.94,248.76,96.24000000000001,43.670000000000016,1,1,1.0
6,3,665.72,274.99,76.04999999999995,42.94,1,1,1.0
7,1,0.0,350.08,130.9,73.62,1,1,1.0
7,2,206.96,248.79,96.23999999999998,43.66,1,1,1.0
7,3,649.22,274.99,81.17999999999995,48.110000000000014,1,1,1.0
8,1,1.03,356.26,102.07,73.63,1,1,1.0
8,2,206.98,248.81,96.22999999999999,43.660000000000025,1,1,1.0
8,3,636.85,277.06,81.17999999999995,48.10000000000002,1,1,1.0
9,1,1.03,356.26,83.47,73.63,1,1,1.0
9,2,206.99,248.83,96.24000000000001,43.66999999999999,1,1,1.0
9,3,620.36,278.09,86.34000000000003,48.10000000000002,1,1,1.0
10,1,0.0,361.4,54.57,68.49000000000001,1,1,1.0
10,2,207.01,248.86,96.24000000000001,43.65999999999997,1,1,1.0
10,3,604.89,281.18,86.34000000000003,48.110000000000014,1,1,1.0
11,1,0.0,369.6,32.9,60.289999999999964,1,1,1.0
11,2,207.03,248.88,96.23999999999998,43.670000000000016,1,1,1.0
11,3,589.42,282.21,86.35000000000002,48.110000000000014,1,1,1.0
12,2,207.05,248.91,96.24000000000001,43.66,1,1,1.0
12,3,574.99,286.33,86.34000000000003,48.110000000000014,1,1,1.0
13,2,207.07,248.93,96.23000000000002,43.65999999999997,1,1,1.0
13,3,558.49,287.4,88.40999999999997,49.10000000000002,1,1,1.0
14,2,207.08,248.95,96.23999999999998,43.670000000000016,1,1,1.0
14,3,543.03,293.59,88.41000000000008,49.10000000000002,1,1,1.0
15,2,207.1,248.98,96.23999999999998,43.66,1,1,1.0
15,3,525.5,292.56,92.5,49.10000000000002,1,1,1.0
16,2,207.12,249.0,96.24000000000001,43.660000000000025,1,1,1.0
16,3,510.04,295.65,92.48999999999995,49.10000000000002,1,1,1.0
17,2,207.14,249.02,96.23000000000002,43.66999999999999,1,1,1.0
17,3,490.45,297.71,103.84999999999997,49.110000000000014,1,1,1.0
18,2,207.16,249.05,96.22999999999999,43.65999999999997,1,1,1.0
18,3,469.83,300.81,103.84999999999997,49.10000000000002,1,1,1.0
19,2,207.17,249.07,96.24000000000004,43.670000000000016,1,1,1.0
19,3,454.36,303.9,103.85000000000002,49.10000000000002,1,1,1.0
20,2,207.19,249.1,96.24000000000001,43.66,1,1,1.0
20,3,439.93,304.93,104.86999999999995,52.170000000000016,1,1,1.0
21,2,207.21,249.12,96.23999999999998,43.65999999999997,1,1,1.0
21,3,422.4,306.99,104.87,52.170000000000016,1,1,1.0
22,2,207.23,249.14,96.22999999999999,43.670000000000016,1,1,1.0
22,3,404.87,312.15,104.88,52.170000000000016,1,1,1.0
23,2,207.24,249.17,96.24000000000001,43.66,1,1,1.0
23,3,384.25,314.21,107.94999999999999,54.19,1,1,1.0
24,2,207.26,249.19,96.24000000000001,43.660000000000025,1,1,1.0
24,3,363.63,314.21,113.07,59.39000000000004,1,1,1.0
25,2,207.28,249.21,96.23999999999998,43.66999999999999,1,1,1.0
25,3,346.1,316.27,113.07,59.39000000000004,1,1,1.0
26,2,207.3,249.24,96.24000000000001,43.65999999999997,1,1,1.0
26,3,322.39,318.33,118.21000000000004,64.57,1,1,1.0
27,2,207.32,249.26,96.23000000000002,43.670000000000016,1,1,1.0
27,3,304.86,322.46,118.20999999999998,64.56,1,1,1.0
28,2,207.33,249.29,96.23999999999998,43.66,1,1,1.0
28,3,285.27,326.58,118.21000000000004,64.57,1,1,1.0
29,2,207.35,249.31,96.23999999999998,43.660000000000025,1,1,1.0
29,3,266.72,331.74,118.20999999999998,64.56,1,1,1.0
30,2,207.37,249.33,96.24000000000001,43.66999999999999,1,1,1.0
30,3,244.03,336.89,123.36999999999998,64.57,1,1,1.0
31,2,207.39,249.36,96.23000000000002,43.65999999999997,1,1,1.0
31,3,217.23,336.89,131.57000000000002,69.71000000000004,1,1,1.0
32,2,207.4,249.38,96.23999999999998,43.660000000000025,1,1,1.0
32,3,196.61,339.98,134.69,71.82,1,1,1.0
33,2,207.42,249.4,96.24000000000004,43.66999999999999,1,1,1.0
33,3,173.92,343.08,133.68000000000004,78.02000000000004,1,1,1.0
34,2,207.44,249.43,96.24000000000001,43.65999999999997,1,1,1.0
34,3,148.15,346.17,140.85,78.01999999999998,1,1,1.0
35,2,207.46,249.45,96.23999999999998,43.670000000000016,1,1,1.0
35,3,124.44,350.29,140.85000000000002,78.02999999999997,1,1,1.0
36,2,207.48,249.48,96.22999999999999,43.66,1,1,1.0
36,3,98.66,353.39,148.04,80.11000000000001,1,1,1.0
37,2,207.49,249.5,96.24000000000001,43.660000000000025,1,1,1.0
